County,State,Population,ALAND_SQMI,PopulationDensity
Sequoyah County,Oklahoma,"41,569",673.474,62
Rogers County,Oklahoma,"92,459",675.634,137
Payne County,Oklahoma,"81,784",684.901,119
Okmulgee County,Oklahoma,"38,465",697.445,55
Oklahoma County,Oklahoma,"797,434",708.857,1125
Pontotoc County,Oklahoma,"38,284",720.403,53
Latimer County,Oklahoma,"10,073",722.092,14
Noble County,Oklahoma,"11,131",731.919,15
Delaware County,Oklahoma,"43,009",738.029,58
Logan County,Oklahoma,"48,011",743.842,65
Cherokee County,Oklahoma,"48,657",749.001,65
Jefferson County,Oklahoma,"6,002",758.956,8
Craig County,Oklahoma,"14,142",761.248,19
Choctaw County,Oklahoma,"14,672",770.309,19
Pottawatomie County,Oklahoma,"72,592",787.792,92
Garvin County,Oklahoma,"27,711",802.109,35
Jackson County,Oklahoma,"24,530",802.653,31
Hughes County,Oklahoma,"13,279",804.485,17
Muskogee County,Oklahoma,"67,997",810.624,84
Carter County,Oklahoma,"48,111",822.202,59
Alfalfa County,Oklahoma,"5,702",866.565,7
Stephens County,Oklahoma,"43,143",870.196,50
Tillman County,Oklahoma,"7,250",871.134,8
Canadian County,Oklahoma,"148,306",896.58,165
Kingfisher County,Oklahoma,"15,765",898.076,18
Beckham County,Oklahoma,"21,859",901.679,24
Bryan County,Oklahoma,"47,995",904.242,53
Kay County,Oklahoma,"43,538",919.595,47
Blaine County,Oklahoma,"9,429",928.488,10
Creek County,Oklahoma,"71,522",949.853,75
Lincoln County,Oklahoma,"34,877",952.371,37
Major County,Oklahoma,"7,629",955,8
Atoka County,Oklahoma,"13,758",975.446,14
Custer County,Oklahoma,"29,003",988.779,29
Dewey County,Oklahoma,"4,891",999.635,5
Grant County,Oklahoma,"4,333",1000.74,4
Washita County,Oklahoma,"10,916",1003.089,11
Kiowa County,Oklahoma,"8,708",1015.078,9
Harper County,Oklahoma,"3,688",1038.584,4
Garfield County,Oklahoma,"61,056",1058.507,58
Comanche County,Oklahoma,"120,749",1069.369,113
Grady County,Oklahoma,"55,834",1100.54,51
Roger Mills County,Oklahoma,"3,583",1141.126,3
Ellis County,Oklahoma,"3,859",1231.477,3
Woodward County,Oklahoma,"20,211",1242.786,16
Caddo County,Oklahoma,"28,762",1277.754,23
Woods County,Oklahoma,"8,793",1286.463,7
Pittsburg County,Oklahoma,"43,654",1305.52,33
Pushmataha County,Oklahoma,"11,096",1395.537,8
Le Flore County,Oklahoma,"49,853",1589.196,31
Beaver County,Oklahoma,"5,311",1814.838,3
Cimarron County,Oklahoma,"2,137",1834.808,1
McCurtain County,Oklahoma,"32,832",1850.864,18
Texas County,Oklahoma,"19,983",2041.273,10
Osage County,Oklahoma,"46,963",2246.605,21
Multnomah County,Oregon,"812,855",431.106,1886
Hood River County,Oregon,"23,382",522.089,45
Columbia County,Oregon,"52,354",658.114,80
Benton County,Oregon,"93,053",675.182,138
Yamhill County,Oregon,"107,100",715.899,150
Washington County,Oregon,"601,592",724.273,831
Polk County,Oregon,"86,085",740.924,116
Sherman County,Oregon,"1,780",823.614,2
Clatsop County,Oregon,"40,224",828.14,49
Lincoln County,Oregon,"49,962",981.002,51
Tillamook County,Oregon,"27,036",1102.369,25
Marion County,Oregon,"347,818",1180.559,295
Gilliam County,Oregon,"1,912",1204.721,2
Coos County,Oregon,"64,487",1596.071,40
Curry County,Oregon,"22,925",1628.381,14
Josephine County,Oregon,"87,487",1638.649,53
Wheeler County,Oregon,"1,332",1716.021,1
Jefferson County,Oregon,"24,658",1782.239,14
Clackamas County,Oregon,"418,187",1870.679,224
Morrow County,Oregon,"11,603",2030.529,6
Union County,Oregon,"26,835",2036.941,13
Linn County,Oregon,"129,749",2287.245,57
Wasco County,Oregon,"26,682",2381.135,11
Jackson County,Oregon,"220,944",2783.255,79
Crook County,Oregon,"24,404",2978.929,8
Deschutes County,Oregon,"197,692",3017.617,66
Baker County,Oregon,"16,124",3067.967,5
Wallowa County,Oregon,"7,208",3145.897,2
Umatilla County,Oregon,"77,950",3215.449,24
Grant County,Oregon,"7,199",4527.792,2
Lane County,Oregon,"382,067",4556.05,84
Douglas County,Oregon,"110,980",5035.67,22
Klamath County,Oregon,"68,238",5942.746,11
Lake County,Oregon,"7,869",8138.6,1
Malheur County,Oregon,"30,571",9887.711,3
Harney County,Oregon,"7,393",10134.438,1
Montour County,Pennsylvania,"18,230",130.242,140
Philadelphia County,Pennsylvania,"1,584,064",134.279,11797
Delaware County,Pennsylvania,"566,747",183.815,3083
Union County,Pennsylvania,"44,923",315.956,142
Snyder County,Pennsylvania,"40,372",328.783,123
Lehigh County,Pennsylvania,"369,318",345.294,1070
Lawrence County,Pennsylvania,"85,512",357.226,239
Lebanon County,Pennsylvania,"141,793",361.812,392
Northampton County,Pennsylvania,"305,285",369.782,826
Carbon County,Pennsylvania,"64,182",381.25,168
Juniata County,Pennsylvania,"24,763",391.39,63
Cameron County,Pennsylvania,"4,447",396.231,11
Wyoming County,Pennsylvania,"26,794",397.308,67
Mifflin County,Pennsylvania,"46,138",411.045,112
Forest County,Pennsylvania,"7,247",427.27,17
Beaver County,Pennsylvania,"163,929",434.713,377
Fulton County,Pennsylvania,"14,530",437.551,33
Sullivan County,Pennsylvania,"6,066",449.94,13
Northumberland County,Pennsylvania,"90,843",458.007,198
Lackawanna County,Pennsylvania,"209,674",458.772,457
Montgomery County,Pennsylvania,"830,915",482.966,1720
Columbia County,Pennsylvania,"64,964",482.993,135
Adams County,Pennsylvania,"103,009",518.688,199
Dauphin County,Pennsylvania,"278,299",524.889,530
Blair County,Pennsylvania,"121,829",525.801,232
Pike County,Pennsylvania,"55,809",544.961,102
Cumberland County,Pennsylvania,"253,370",545.479,464
Perry County,Pennsylvania,"46,272",551.448,84
Greene County,Pennsylvania,"36,233",575.932,63
Clarion County,Pennsylvania,"38,438",600.835,64
Bucks County,Pennsylvania,"628,270",604.402,1039
Monroe County,Pennsylvania,"170,271",608.257,280
Jefferson County,Pennsylvania,"43,425",652.435,67
Armstrong County,Pennsylvania,"64,735",653.191,99
Mercer County,Pennsylvania,"109,424",672.516,163
Venango County,Pennsylvania,"50,668",674.284,75
Cambria County,Pennsylvania,"130,192",688.362,189
Wayne County,Pennsylvania,"51,361",725.6,71
Allegheny County,Pennsylvania,"1,216,045",730.117,1666
Chester County,Pennsylvania,"524,989",750.529,699
Franklin County,Pennsylvania,"155,027",772.299,201
Schuylkill County,Pennsylvania,"141,359",778.631,182
Butler County,Pennsylvania,"187,853",789.558,238
Fayette County,Pennsylvania,"129,274",790.354,164
Erie County,Pennsylvania,"269,728",799.058,338
Susquehanna County,Pennsylvania,"40,328",823.496,49
Indiana County,Pennsylvania,"84,073",827.313,102
Elk County,Pennsylvania,"29,910",827.372,36
Berks County,Pennsylvania,"421,164",856.406,492
Washington County,Pennsylvania,"206,865",856.987,241
Huntingdon County,Pennsylvania,"45,144",874.652,52
Warren County,Pennsylvania,"39,191",884.139,44
Clinton County,Pennsylvania,"38,632",887.984,44
Luzerne County,Pennsylvania,"317,417",889.966,357
York County,Pennsylvania,"449,058",904.367,497
Lancaster County,Pennsylvania,"545,724",943.924,578
McKean County,Pennsylvania,"40,625",979.181,41
Crawford County,Pennsylvania,"84,629",1012.302,84
Bedford County,Pennsylvania,"47,888",1012.303,47
Westmoreland County,Pennsylvania,"348,899",1028.041,339
Somerset County,Pennsylvania,"73,447",1074.358,68
Potter County,Pennsylvania,"16,526",1081.323,15
Centre County,Pennsylvania,"162,385",1108.694,146
Tioga County,Pennsylvania,"40,591",1133.773,36
Clearfield County,Pennsylvania,"79,255",1144.683,69
Bradford County,Pennsylvania,"60,323",1147.413,53
Lycoming County,Pennsylvania,"113,299",1228.765,92
Bristol County,Rhode Island,"48,479",24.132,2009
Washington County,Rhode Island,"125,577",329.279,381
Newport County,Rhode Island,"82,082",102.437,801
Kent County,Rhode Island,"164,292",168.565,975
Providence County,Rhode Island,"638,931",409.486,1560
Charleston County,South Carolina,"411,406",917.944,448
Hampton County,South Carolina,"19,222",559.975,34
Lancaster County,South Carolina,"98,012",549.068,179
Spartanburg County,South Carolina,"319,785",807.744,396
Oconee County,South Carolina,"79,546",626.518,127
Chester County,South Carolina,"32,244",580.661,56
Aiken County,South Carolina,"170,872",1070.68,160
Darlington County,South Carolina,"66,618",560.601,119
York County,South Carolina,"280,979",680.673,413
Kershaw County,South Carolina,"66,551",726.612,92
Williamsburg County,South Carolina,"30,368",934.166,33
Newberry County,South Carolina,"38,440",630.044,61
McCormick County,South Carolina,"9,463",359.129,26
Pickens County,South Carolina,"126,884",496.977,255
Marion County,South Carolina,"30,657",489.258,63
Lee County,South Carolina,"16,828",410.184,41
Lexington County,South Carolina,"298,750",698.992,427
Abbeville County,South Carolina,"24,527",491.427,50
Anderson County,South Carolina,"202,558",713.853,284
Florence County,South Carolina,"138,293",800.51,173
Saluda County,South Carolina,"20,473",452.951,45
Union County,South Carolina,"27,316",514.171,53
Dorchester County,South Carolina,"162,809",568.594,286
Colleton County,South Carolina,"37,677",1056.48,36
Cherokee County,South Carolina,"57,300",393.336,146
Beaufort County,South Carolina,"192,122",576.15,333
Greenwood County,South Carolina,"70,811",454.723,156
Bamberg County,South Carolina,"14,066",393.367,36
Clarendon County,South Carolina,"33,745",606.96,56
Jasper County,South Carolina,"30,073",655.162,46
Orangeburg County,South Carolina,"86,175",1106.346,78
Berkeley County,South Carolina,"227,907",1103.67,206
Sumter County,South Carolina,"106,721",665.074,160
Greenville County,South Carolina,"523,542",785.132,667
Laurens County,South Carolina,"67,493",713.765,95
Georgetown County,South Carolina,"62,680",813.894,77
Marlboro County,South Carolina,"26,118",479.874,54
Edgefield County,South Carolina,"27,260",500.746,54
Horry County,South Carolina,"354,081",1132.999,313
Dillon County,South Carolina,"30,479",405.067,75
Allendale County,South Carolina,"8,688",408.091,21
Barnwell County,South Carolina,"20,866",548.379,38
Fairfield County,South Carolina,"22,347",686.305,33
Chesterfield County,South Carolina,"45,650",798.986,57
Richland County,South Carolina,"415,759",757.326,549
Calhoun County,South Carolina,"14,553",381.152,38
Jerauld County,South Dakota,"2,013",526.133,4
Haakon County,South Dakota,"1,899",1810.541,1
Campbell County,South Dakota,"1,376",733.677,2
Kingsbury County,South Dakota,"4,939",832.237,6
Edmunds County,South Dakota,"3,829",1125.981,3
Lincoln County,South Dakota,"61,128",577.293,106
Charles Mix County,South Dakota,"9,292",1097.488,8
Lyman County,South Dakota,"3,781",1642.147,2
Turner County,South Dakota,"8,384",617.064,14
Mellette County,South Dakota,"2,061",1307.325,2
Clark County,South Dakota,"3,736",957.604,4
Dewey County,South Dakota,"5,892",2302.488,3
Union County,South Dakota,"15,932",460.757,35
Hyde County,South Dakota,"1,301",860.629,2
Roberts County,South Dakota,"10,394",1101.049,9
McCook County,South Dakota,"5,586",574.205,10
Davison County,South Dakota,"19,775",435.633,45
Aurora County,South Dakota,"2,751",708.46,4
Pennington County,South Dakota,"113,775",2776.765,41
Lake County,South Dakota,"12,797",562.891,23
Oglala Lakota County,South Dakota,"14,177",2093.601,7
Moody County,South Dakota,"6,576",519.383,13
Marshall County,South Dakota,"4,935",838.121,6
Douglas County,South Dakota,"2,921",431.801,7
Hanson County,South Dakota,"3,453",434.587,8
Perkins County,South Dakota,"2,865",2870.46,1
Brown County,South Dakota,"38,839",1713.03,23
Deuel County,South Dakota,"4,351",622.739,7
Lawrence County,South Dakota,"25,844",800.053,32
Clay County,South Dakota,"14,070",412.031,34
Minnehaha County,South Dakota,"193,134",806.835,239
Codington County,South Dakota,"28,009",687.585,41
Gregory County,South Dakota,"4,185",1014.95,4
Miner County,South Dakota,"2,216",570.17,4
Hughes County,South Dakota,"17,526",741.527,24
Butte County,South Dakota,"10,429",2250.017,5
Spink County,South Dakota,"6,376",1503.512,4
Stanley County,South Dakota,"3,098",1444.432,2
Corson County,South Dakota,"4,086",2469.694,2
Harding County,South Dakota,"1,298",2671.57,0
Brule County,South Dakota,"5,297",817.241,6
Hutchinson County,South Dakota,"7,291",813.013,9
Jackson County,South Dakota,"3,344",1863.883,2
Meade County,South Dakota,"28,332",3470.934,8
Yankton County,South Dakota,"22,814",521.189,44
Bon Homme County,South Dakota,"6,901",563.549,12
Sanborn County,South Dakota,"2,344",569.248,4
Hamlin County,South Dakota,"6,164",506.959,12
Fall River County,South Dakota,"6,713",1739.889,4
Hand County,South Dakota,"3,191",1436.65,2
Sully County,South Dakota,"1,391",1006.723,1
Bennett County,South Dakota,"3,365",1184.642,3
Tripp County,South Dakota,"5,441",1612.458,3
Ziebach County,South Dakota,"2,756",1961.24,1
Todd County,South Dakota,"10,177",1388.595,7
Brookings County,South Dakota,"35,077",792.226,44
Day County,South Dakota,"5,424",1028.495,5
Beadle County,South Dakota,"18,453",1258.709,15
Potter County,South Dakota,"2,153",861.138,3
Faulk County,South Dakota,"2,299",981.692,2
Custer County,South Dakota,"8,972",1556.947,6
Grant County,South Dakota,"7,052",681.446,10
Walworth County,South Dakota,"5,435",708.642,8
Buffalo County,South Dakota,"1,962",471.405,4
Jones County,South Dakota,903,969.672,1
McPherson County,South Dakota,"2,379",1136.643,2
Trousdale County,Tennessee,"11,284",114.342,99
Moore County,Tennessee,"6,488",129.223,50
Hamblen County,Tennessee,"64,934",161.189,403
Pickett County,Tennessee,"5,048",162.979,31
Lake County,Tennessee,"7,016",165.785,42
Unicoi County,Tennessee,"17,883",186.064,96
Meigs County,Tennessee,"12,422",195.135,64
Houston County,Tennessee,"8,201",200.294,41
Hancock County,Tennessee,"6,620",222.324,30
Union County,Tennessee,"19,972",223.578,89
Loudon County,Tennessee,"54,068",229.272,236
Clay County,Tennessee,"7,615",236.537,32
Crockett County,Tennessee,"14,230",265.528,54
Cannon County,Tennessee,"14,678",265.635,55
Sequatchie County,Tennessee,"15,026",265.851,57
Van Buren County,Tennessee,"5,872",273.415,21
Jefferson County,Tennessee,"54,495",275.073,198
Grainger County,Tennessee,"23,320",280.587,83
Lewis County,Tennessee,"12,268",282.092,43
Chester County,Tennessee,"17,297",285.736,61
Johnson County,Tennessee,"17,788",298.44,60
Cheatham County,Tennessee,"40,667",302.525,134
DeKalb County,Tennessee,"20,490",304.415,67
Macon County,Tennessee,"24,602",307.144,80
Jackson County,Tennessee,"11,786",308.627,38
Smith County,Tennessee,"20,157",314.295,64
Rhea County,Tennessee,"33,167",315.383,105
Washington County,Tennessee,"129,375",326.49,396
Bradley County,Tennessee,"108,110",328.762,329
Decatur County,Tennessee,"11,663",333.878,35
Anderson County,Tennessee,"76,978",337.203,228
Carter County,Tennessee,"56,391",341.258,165
Grundy County,Tennessee,"13,427",360.444,37
Roane County,Tennessee,"53,382",360.758,148
Marshall County,Tennessee,"34,375",375.462,92
White County,Tennessee,"27,345",376.678,73
Benton County,Tennessee,"16,160",394.306,41
Putnam County,Tennessee,"80,245",401.106,200
Bledsoe County,Tennessee,"15,064",406.428,37
Sullivan County,Tennessee,"158,348",413.416,383
Perry County,Tennessee,"8,076",414.762,19
Coffee County,Tennessee,"56,520",428.964,132
McMinn County,Tennessee,"53,794",430.117,125
Warren County,Tennessee,"41,277",432.673,95
Overton County,Tennessee,"22,241",433.485,51
Claiborne County,Tennessee,"31,959",434.6,74
Polk County,Tennessee,"16,832",434.605,39
Cocke County,Tennessee,"36,004",436.135,83
Tipton County,Tennessee,"61,599",458.409,134
Stewart County,Tennessee,"13,715",459.776,30
Lauderdale County,Tennessee,"25,633",471.967,54
Bedford County,Tennessee,"49,713",473.639,105
Robertson County,Tennessee,"71,813",476.314,151
Campbell County,Tennessee,"39,842",480.19,83
Hawkins County,Tennessee,"56,786",487.054,117
Dickson County,Tennessee,"53,948",489.898,110
Marion County,Tennessee,"28,907",498.254,58
Fentress County,Tennessee,"18,523",498.619,37
Davidson County,Tennessee,"694,144",503.452,1379
Knox County,Tennessee,"470,313",508.326,925
Dyer County,Tennessee,"37,159",512.351,73
Henderson County,Tennessee,"28,117",520.009,54
Morgan County,Tennessee,"21,403",522.18,41
Sumner County,Tennessee,"191,283",529.457,361
Humphreys County,Tennessee,"18,582",530.763,35
Scott County,Tennessee,"22,068",532.301,41
Haywood County,Tennessee,"17,304",533.107,32
Montgomery County,Tennessee,"208,993",539.165,388
Hamilton County,Tennessee,"367,804",542.366,678
Obion County,Tennessee,"30,069",544.847,55
Franklin County,Tennessee,"42,208",554.495,76
Madison County,Tennessee,"97,984",557.174,176
Blount County,Tennessee,"133,088",558.82,238
Henry County,Tennessee,"32,345",561.902,58
McNairy County,Tennessee,"25,694",562.842,46
Lincoln County,Tennessee,"34,366",570.342,60
Wilson County,Tennessee,"144,657",571.088,253
Hardin County,Tennessee,"25,652",577.328,44
Weakley County,Tennessee,"33,328",580.353,57
Williamson County,Tennessee,"238,412",582.869,409
Sevier County,Tennessee,"98,250",592.489,166
Carroll County,Tennessee,"27,767",597.658,46
Gibson County,Tennessee,"49,133",602.745,82
Giles County,Tennessee,"29,464",610.931,48
Hickman County,Tennessee,"25,178",612.483,41
Maury County,Tennessee,"96,387",613.139,157
Lawrence County,Tennessee,"44,142",617.13,72
Rutherford County,Tennessee,"332,285",619.266,537
Greene County,Tennessee,"69,069",622.169,111
Monroe County,Tennessee,"46,545",635.778,73
Hardeman County,Tennessee,"25,050",667.743,38
Cumberland County,Tennessee,"60,520",681.334,89
Fayette County,Tennessee,"41,133",704.775,58
Wayne County,Tennessee,"16,673",734.109,23
Shelby County,Tennessee,"937,166",763.56,1227
Rockwall County,Texas,"104,915",127.114,825
Somervell County,Texas,"9,128",186.468,49
Camp County,Texas,"13,094",195.848,67
Rains County,Texas,"12,514",229.453,55
Morris County,Texas,"12,388",251.989,49
Aransas County,Texas,"23,510",252.069,93
Delta County,Texas,"5,331",256.832,21
Gregg County,Texas,"123,945",273.38,453
Franklin County,Texas,"10,725",284.391,38
Orange County,Texas,"83,396",333.786,250
Galveston County,Texas,"342,139",378.901,903
Marion County,Texas,"9,854",380.884,26
Titus County,Texas,"32,750",406.063,81
Hood County,Texas,"61,643",420.709,147
Madison County,Texas,"14,284",466.065,31
Sabine County,Texas,"10,542",491.71,21
Calhoun County,Texas,"21,290",506.839,42
Waller County,Texas,"55,246",513.257,108
San Augustine County,Texas,"8,237",530.657,16
Caldwell County,Texas,"43,664",545.24,80
Comal County,Texas,"156,209",559.525,279
San Jacinto County,Texas,"28,859",569.243,51
Upshur County,Texas,"41,753",582.98,72
Brazos County,Texas,"229,211",586.138,391
Willacy County,Texas,"21,358",590.602,36
Chambers County,Texas,"43,837",597.153,73
Washington County,Texas,"35,882",604.194,59
Wichita County,Texas,"132,230",627.594,211
Lee County,Texas,"17,239",629.022,27
Wood County,Texas,"45,539",645.243,71
Austin County,Texas,"30,032",646.492,46
Burleson County,Texas,"18,443",659.034,28
Kendall County,Texas,"47,431",662.454,72
Loving County,Texas,169,668.818,0
Hays County,Texas,"230,191",678.025,340
San Patricio County,Texas,"66,730",693.436,96
Trinity County,Texas,"14,651",693.797,21
Hardeman County,Texas,"3,933",695.114,6
Childress County,Texas,"7,306",696.511,10
Real County,Texas,"3,452",699.159,5
Foard County,Texas,"1,155",704.397,2
Blanco County,Texas,"11,931",709.252,17
Guadalupe County,Texas,"166,847",711.253,235
Lampasas County,Texas,"21,428",712.841,30
Johnson County,Texas,"175,817",725.022,242
Karnes County,Texas,"15,601",747.497,21
Mills County,Texas,"4,873",748.215,7
Falls County,Texas,"17,297",765.465,23
Hopkins County,Texas,"37,084",767.428,48
Refugio County,Texas,"6,948",770.484,9
Cochran County,Texas,"2,853",775.082,4
Kaufman County,Texas,"136,154",780.69,174
Walker County,Texas,"72,971",784.222,93
Crane County,Texas,"4,797",785.069,6
Grimes County,Texas,"28,880",787.467,37
Bandera County,Texas,"23,112",790.995,29
Shelby County,Texas,"25,274",795.589,32
Angelina County,Texas,"86,715",797.789,109
Yoakum County,Texas,"8,713",799.715,11
Wilson County,Texas,"51,070",803.735,64
Panola County,Texas,"23,194",811.355,29
Bailey County,Texas,"7,000",826.972,8
Jackson County,Texas,"14,760",829.443,18
Ward County,Texas,"11,998",835.603,14
Hamilton County,Texas,"8,461",835.915,10
Nueces County,Texas,"362,294",838.296,432
Hunt County,Texas,"98,594",840.415,117
Winkler County,Texas,"8,010",841.269,10
Collin County,Texas,"1,034,730",841.402,1230
Van Zandt County,Texas,"56,590",842.571,67
Knox County,Texas,"3,664",850.621,4
Goliad County,Texas,"7,658",852.011,9
Robertson County,Texas,"17,074",855.108,20
Fort Bend County,Texas,"811,688",861.763,942
Tarrant County,Texas,"2,102,515",863.658,2434
Jim Wells County,Texas,"40,482",865.17,47
Baylor County,Texas,"3,509",867.481,4
Dallas County,Texas,"2,635,516",872.375,3021
Henderson County,Texas,"82,737",873.754,95
Cooke County,Texas,"41,257",874.819,47
Jefferson County,Texas,"251,565",876.372,287
Freestone County,Texas,"19,717",877.731,22
Denton County,Texas,"887,207",879.577,1009
Bee County,Texas,"32,565",880.239,37
Parmer County,Texas,"9,605",880.82,11
Kleberg County,Texas,"30,680",881.306,35
Victoria County,Texas,"92,084",882.106,104
Hall County,Texas,"2,964",883.492,3
Bowie County,Texas,"93,245",885.002,105
Hutchinson County,Texas,"20,938",887.42,24
Bastrop County,Texas,"88,723",888.205,100
Terry County,Texas,"12,337",888.839,14
Swisher County,Texas,"7,397",890.16,8
Hardin County,Texas,"57,602",890.588,65
Fannin County,Texas,"35,514",890.835,40
Cameron County,Texas,"423,163",891.642,475
Lynn County,Texas,"5,951",891.867,7
Garza County,Texas,"6,229",893.414,7
Castro County,Texas,"7,530",894.444,8
Lubbock County,Texas,"310,569",895.6,347
Stephens County,Texas,"9,366",896.721,10
Borden County,Texas,654,897.443,1
Ector County,Texas,"166,223",897.812,185
Fisher County,Texas,"3,830",898.951,4
Callahan County,Texas,"13,943",899.372,16
Moore County,Texas,"20,940",899.698,23
Briscoe County,Texas,"1,546",900.001,2
Harrison County,Texas,"66,553",900.058,74
Crosby County,Texas,"5,737",900.199,6
Glasscock County,Texas,"1,409",900.218,2
Dawson County,Texas,"12,728",900.306,14
Midland County,Texas,"176,832",900.358,196
Cottle County,Texas,"1,398",900.564,2
Howard County,Texas,"36,664",900.791,41
Dickens County,Texas,"2,211",901.724,2
Menard County,Texas,"2,138",902.027,2
Kent County,Texas,762,902.507,1
Haskell County,Texas,"5,658",903.133,6
Archer County,Texas,"8,553",903.289,9
Parker County,Texas,"142,878",903.72,158
Wise County,Texas,"69,984",904.394,77
Limestone County,Texas,"23,437",905.43,26
Scurry County,Texas,"16,703",905.445,18
Hemphill County,Texas,"3,819",906.286,4
Lamar County,Texas,"49,859",907.196,55
Potter County,Texas,"117,415",908.39,129
Hockley County,Texas,"23,021",908.392,25
DeWitt County,Texas,"20,160",908.976,22
Armstrong County,Texas,"1,887",909.109,2
King County,Texas,272,910.872,0
Jack County,Texas,"8,935",910.94,10
Mitchell County,Texas,"8,545",911.09,9
Coke County,Texas,"3,387",911.646,4
Randall County,Texas,"137,713",911.933,151
Nolan County,Texas,"14,714",911.997,16
Throckmorton County,Texas,"1,501",912.552,2
Shackelford County,Texas,"3,265",914.286,4
Young County,Texas,"18,010",914.498,20
Wheeler County,Texas,"5,056",914.533,6
Martin County,Texas,"5,771",914.956,6
Taylor County,Texas,"138,034",915.536,151
Stonewall County,Texas,"1,350",916.313,1
Ochiltree County,Texas,"9,836",917.685,11
Collingsworth County,Texas,"2,920",918.441,3
Hansford County,Texas,"5,399",919.81,6
Carson County,Texas,"5,926",920.235,6
Smith County,Texas,"232,751",921.473,253
Sherman County,Texas,"3,022",922.86,3
Sterling County,Texas,"1,291",923.449,1
Rusk County,Texas,"54,406",924.037,59
Roberts County,Texas,854,924.058,1
Tyler County,Texas,"21,672",924.39,23
Gray County,Texas,"21,886",925.974,24
Eastland County,Texas,"18,360",926.508,20
Donley County,Texas,"3,278",926.906,4
Jones County,Texas,"20,083",928.571,22
Mason County,Texas,"4,274",928.836,5
Montague County,Texas,"19,818",930.906,21
Lipscomb County,Texas,"3,233",932.214,3
Grayson County,Texas,"136,212",932.833,146
Newton County,Texas,"13,595",933.677,15
Llano County,Texas,"21,795",934.053,23
Ellis County,Texas,"184,826",935.66,198
Cass County,Texas,"30,026",936.966,32
Comanche County,Texas,"13,635",937.753,15
Jasper County,Texas,"35,529",938.655,38
Brooks County,Texas,"7,093",943.355,8
Brown County,Texas,"37,864",944.452,40
Nacogdoches County,Texas,"65,204",946.557,69
Fayette County,Texas,"25,346",949.934,27
Palo Pinto County,Texas,"29,189",952.549,31
Hill County,Texas,"36,649",958.856,38
Colorado County,Texas,"21,493",960.286,22
Lavaca County,Texas,"20,154",969.709,21
Wilbarger County,Texas,"12,769",970.946,13
Bosque County,Texas,"18,685",982.981,19
Concho County,Texas,"2,726",983.755,3
Motley County,Texas,"1,200",989.566,1
Floyd County,Texas,"5,712",992.143,6
Travis County,Texas,"1,273,954",992.233,1284
Burnet County,Texas,"48,155",994.276,48
Zapata County,Texas,"14,179",998.412,14
Hale County,Texas,"33,406",1004.68,33
Navarro County,Texas,"50,113",1009.648,50
El Paso County,Texas,"839,238",1013.247,828
Lamb County,Texas,"12,893",1016.181,13
Milam County,Texas,"24,823",1016.922,24
McLennan County,Texas,"256,623",1037.149,247
Live Oak County,Texas,"12,207",1039.695,12
Montgomery County,Texas,"607,391",1042.289,583
Red River County,Texas,"12,023",1043.876,12
Runnels County,Texas,"10,264",1051.07,10
Bell County,Texas,"362,924",1051.389,345
Irion County,Texas,"1,536",1051.544,1
Coryell County,Texas,"75,951",1052.199,72
Cherokee County,Texas,"52,646",1052.955,50
Polk County,Texas,"51,353",1057.045,49
Gillespie County,Texas,"26,988",1058.202,26
Anderson County,Texas,"57,735",1062.631,54
McCulloch County,Texas,"7,984",1065.601,7
Gonzales County,Texas,"20,837",1066.686,20
Leon County,Texas,"17,404",1073.156,16
Erath County,Texas,"42,698",1083.178,39
Wharton County,Texas,"41,556",1086.151,38
Clay County,Texas,"10,471",1088.758,10
Matagorda County,Texas,"36,643",1092.902,34
Kerr County,Texas,"52,600",1103.327,48
Williamson County,Texas,"590,551",1118.34,528
Frio County,Texas,"20,306",1133.501,18
San Saba County,Texas,"6,055",1135.313,5
Jim Hogg County,Texas,"5,200",1136.173,5
McMullen County,Texas,743,1139.799,1
Liberty County,Texas,"88,219",1158.343,76
Reagan County,Texas,"3,849",1175.314,3
Atascosa County,Texas,"51,153",1219.541,42
Starr County,Texas,"64,633",1223.179,53
Houston County,Texas,"22,968",1231.001,19
Bexar County,Texas,"2,003,554",1240.307,1615
Upton County,Texas,"3,657",1241.323,3
Kimble County,Texas,"4,337",1250.985,3
Coleman County,Texas,"8,175",1262.914,6
Maverick County,Texas,"58,722",1279.472,46
Zavala County,Texas,"11,840",1297.407,9
Schleicher County,Texas,"2,793",1310.642,2
Medina County,Texas,"51,584",1325.359,39
Dimmit County,Texas,"10,124",1328.885,8
Kinney County,Texas,"3,667",1360.055,3
Brazoria County,Texas,"374,264",1363.271,275
Sutton County,Texas,"3,776",1453.935,3
Kenedy County,Texas,404,1458.453,0
Hartley County,Texas,"5,576",1461.951,4
La Salle County,Texas,"7,520",1486.704,5
Deaf Smith County,Texas,"18,546",1496.822,12
Oldham County,Texas,"2,112",1500.523,1
Andrews County,Texas,"18,705",1500.721,12
Gaines County,Texas,"21,492",1502.364,14
Dallam County,Texas,"7,287",1503.132,5
Tom Green County,Texas,"119,200",1522.001,78
Uvalde County,Texas,"26,741",1551.921,17
Hidalgo County,Texas,"868,707",1570.816,553
Harris County,Texas,"4,713,325",1706.151,2763
Duval County,Texas,"11,157",1793.477,6
Edwards County,Texas,"1,932",2117.871,1
Jeff Davis County,Texas,"2,274",2264.556,1
