Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
MI-013,Baraga County,37.9667,51,-0.2323,38.2
MI-015,Barry County,47.625,83,0.6993,46.9
MI-017,Bay County,46.55,92,0.9457,45.6
MI-019,Benzie County,43.7333,83,0.8896,42.8
MI-021,Berrien County,48.925,73,0.4088,48.5
MI-023,Branch County,48.1667,85,0.6794,47.5
MI-025,Calhoun County,48.0667,96,1.0567,47
MI-027,Cass County,48.4917,84,0.6522,47.8
MI-029,Charlevoix County,42.525,48,-0.2733,42.8
MI-031,Cheboygan County,41.6167,47,-0.3294,41.9
MI-033,Chippewa County,39.1417,37,-0.5173,39.7
MI-035,Clare County,43.75,76,0.3733,43.4
MI-037,Clinton County,47.4917,93,0.8875,46.6
MI-039,Crawford County,42.0167,61,0.1371,41.9
MI-041,Delta County,40.5667,43,-0.4418,41
MI-043,Dickinson County,39.2417,49,-0.2022,39.4
MI-045,Eaton County,47.5917,94,0.9047,46.7
MI-047,Emmet County,41.85,53,-0.0103,41.9
MI-049,Genesee County,47.5,97,1.2377,46.3
MI-051,Gladwin County,44.7417,73,0.4028,44.3
MI-053,Gogebic County,37.7667,34,-0.6698,38.4
MI-055,Grand Traverse County,43.675,87,0.9192,42.8
MI-057,Gratiot County,47.0083,94,0.9923,46
MI-059,Hillsdale County,48.0333,97,1.0443,47
MI-061,Houghton County,39.2583,61,0.0406,39.2
MI-063,Huron County,45.4917,89,0.812,44.7
MI-065,Ingham County,47.5667,96,1.1412,46.4
MI-067,Ionia County,47.125,89,0.7454,46.4
MI-069,Iosco County,43.85,74,0.4223,43.4
MI-071,Iron County,37.5917,50,-0.2936,37.9
MI-073,Isabella County,45.5667,88,0.7611,44.8
MI-075,Jackson County,47.9583,101,1.3662,46.6
MI-077,Kalamazoo County,48.4167,91,0.9044,47.5
MI-079,Kalkaska County,42.575,74,0.3562,42.2
MI-081,Kent County,47.0417,81,0.6584,46.4
MI-083,Keweenaw County,38.925,61,0.1643,38.8
MI-085,Lake County,43.975,56,-0.0926,44.1
MI-087,Lapeer County,47.35,99,1.3594,46
MI-089,Leelanau County,43.75,84,0.9145,42.8
MI-091,Lenawee County,49.3,102,1.5598,47.7
MI-093,Livingston County,47.5417,100,1.4723,46.1
MI-095,Luce County,38.6083,26,-0.8325,39.4
MI-097,Mackinac County,39.8667,44,-0.4732,40.3
MI-099,Macomb County,49.1167,100,1.5865,47.5
MI-101,Manistee County,43.9583,71,0.2983,43.7
MI-103,Marquette County,38.35,43,-0.4855,38.8
MI-105,Mason County,44.4333,51,-0.0842,44.5
MI-107,Mecosta County,44.4583,68,0.1781,44.3
MI-109,Menominee County,40.95,45,-0.4531,41.4
MI-111,Midland County,46.4667,89,0.8281,45.6
MI-113,Missaukee County,42.7167,74,0.4262,42.3
MI-115,Monroe County,50.7,108,1.9819,48.7
MI-117,Montcalm County,45.9833,88,0.7667,45.2
MI-119,Montmorency County,41.7083,47,-0.3013,42
MI-121,Muskegon County,46.7917,81,0.6678,46.1
MI-123,Newaygo County,45.1583,72,0.1952,45
MI-125,Oakland County,47.9583,99,1.4581,46.5
MI-127,Oceana County,45.3167,72,0.405,44.9
MI-129,Ogemaw County,43.1833,78,0.3928,42.8
MI-131,Ontonagon County,38.7917,45,-0.3663,39.2
MI-133,Osceola County,43.125,61,0.0976,43
MI-135,Oscoda County,42.0917,59,0.1023,42
MI-137,Otsego County,40.9083,41,-0.5068,41.4
MI-139,Ottawa County,47.7083,80,0.543,47.2
MI-141,Presque Isle County,41.9583,53,-0.1643,42.1
MI-143,Roscommon County,42.9583,84,0.5577,42.4
MI-145,Saginaw County,47.35,99,1.1122,46.2
MI-147,St. Clair County,48.5083,100,1.5518,47
MI-149,St. Joseph County,48.525,82,0.6234,47.9
MI-151,Sanilac County,46.575,96,1.0584,45.5
MI-153,Schoolcraft County,40.1,36,-0.6523,40.8
MI-155,Shiawassee County,47.35,93,0.9349,46.4
MI-157,Tuscola County,46.775,93,1.0322,45.7
MI-159,Van Buren County,48.7167,87,0.7747,47.9
MI-161,Washtenaw County,48.5417,102,1.7711,46.8
MI-163,Wayne County,49.75,101,1.614,48.1
MI-165,Wexford County,42.9417,72,0.4339,42.5
MN-001,Aitkin County,38.1667,44,-0.4001,38.6
MN-003,Anoka County,42.4333,37,-0.6503,43.1
MN-005,Becker County,37.25,22,-1.5282,38.8
MN-007,Beltrami County,36.325,35,-0.8768,37.2
MN-009,Benton County,40.6083,37,-0.6637,41.3
MN-011,Big Stone County,41.15,30,-1.265,42.4
MN-013,Blue Earth County,43.1917,25,-1.4532,44.6
MN-015,Brown County,43.1167,27,-1.256,44.4
MN-017,Carlton County,37.5,34,-0.8043,38.3
MN-019,Carver County,42.7917,38,-0.8358,43.6
MN-021,Cass County,38.5333,53,-0.1432,38.7
MN-023,Chippewa County,41.8583,30,-1.1715,43
MN-025,Chisago County,41.6167,33,-0.7957,42.4
MN-027,Clay County,38.575,22,-1.6348,40.2
MN-029,Clearwater County,36.2667,27,-1.3952,37.7
MN-031,Cook County,34.4667,30,-0.8068,35.3
MN-033,Cottonwood County,42.7833,31,-0.9323,43.7
MN-035,Crow Wing County,39.4083,50,-0.1556,39.6
MN-037,Dakota County,43.2667,38,-0.9003,44.2
MN-039,Dodge County,42.3167,40,-0.6632,43
MN-041,Douglas County,39.275,35,-0.8711,40.1
MN-043,Faribault County,43.3917,26,-1.3562,44.7
MN-045,Fillmore County,42.8667,39,-0.7433,43.6
MN-047,Freeborn County,42.9583,35,-0.9565,43.9
MN-049,Goodhue County,42.725,35,-0.9182,43.6
MN-051,Grant County,40.2,38,-0.8717,41.1
MN-053,Hennepin County,42.925,39,-0.6201,43.5
MN-055,Houston County,44.55,48,-0.3157,44.9
MN-057,Hubbard County,37.65,35,-0.6795,38.3
MN-059,Isanti County,41.5,38,-0.6376,42.1
MN-061,Itasca County,36.875,48,-0.4103,37.3
MN-063,Jackson County,42.825,29,-1.0962,43.9
MN-065,Kanabec County,40.2417,45,-0.3562,40.6
MN-067,Kandiyohi County,41.0583,35,-1.072,42.1
MN-069,Kittson County,37.4083,75,0.6253,36.8
MN-071,Koochiching County,36.025,46,-0.429,36.5
MN-073,Lac qui Parle County,41.6917,21,-1.5603,43.3
MN-075,Lake County,35.575,44,-0.3845,36
MN-077,Lake of the Woods County,36.45,60,0.2162,36.2
MN-079,Le Sueur County,42.75,26,-1.4092,44.2
MN-081,Lincoln County,41.1333,17,-1.6278,42.8
MN-083,Lyon County,42.2,19,-1.5212,43.7
MN-085,McLeod County,42.3083,35,-0.9448,43.3
MN-087,Mahnomen County,36.4583,19,-1.8152,38.3
MN-089,Marshall County,36.925,43,-0.5188,37.4
MN-091,Martin County,43.0917,27,-1.2897,44.4
MN-093,Meeker County,40.9667,28,-1.3147,42.3
MN-095,Mille Lacs County,40.2917,48,-0.3057,40.6
MN-097,Morrison County,39.95,40,-0.6011,40.6
MN-099,Mower County,42.675,45,-0.4975,43.2
MN-101,Murray County,41.45,13,-1.811,43.3
MN-103,Nicollet County,43.05,25,-1.357,44.4
MN-105,Nobles County,42.2083,18,-1.6715,43.9
MN-107,Norman County,37.6,17,-1.9971,39.6
MN-109,Olmsted County,42.575,38,-0.6565,43.2
MN-111,Otter Tail County,38.6583,27,-1.1903,39.8
MN-113,Pennington County,36.3333,24,-1.5523,37.9
MN-115,Pine County,39.5417,47,-0.2287,39.8
MN-117,Pipestone County,41.6833,25,-1.4626,43.1
MN-119,Polk County,37.0583,23,-1.6836,38.7
MN-121,Pope County,40.2667,41,-0.7193,41
MN-123,Ramsey County,43.1833,41,-0.6988,43.9
MN-125,Red Lake County,36.5667,21,-1.794,38.4
MN-127,Redwood County,42.5917,20,-1.501,44.1
MN-129,Renville County,42.2583,29,-1.3126,43.6
MN-131,Rice County,42.6917,32,-1.0729,43.8
MN-133,Rock County,43.1667,31,-1.0636,44.2
MN-135,Roseau County,36.7833,79,0.6097,36.2
MN-137,St. Louis County,36.3833,56,-0.1379,36.5
MN-139,Scott County,43.2417,33,-0.9509,44.2
MN-141,Sherburne County,41.3667,35,-0.761,42.1
MN-143,Sibley County,42.975,38,-0.9635,43.9
MN-145,Stearns County,40.4083,34,-0.8767,41.3
MN-147,Steele County,42.5583,35,-0.8971,43.5
MN-149,Stevens County,40.6417,35,-0.9768,41.6
MN-151,Swift County,41.2917,36,-0.9647,42.3
MN-153,Todd County,39.2917,36,-0.7502,40
MN-155,Traverse County,40.8417,30,-1.0881,41.9
MN-157,Wabasha County,43.35,43,-0.5499,43.9
MN-159,Wadena County,38.7667,38,-0.5563,39.3
MN-161,Waseca County,42.6333,24,-1.3583,44
MN-163,Washington County,42.8833,39,-0.7707,43.7
MN-165,Watonwan County,43.4167,31,-1.0027,44.4
MN-167,Wilkin County,39.8917,27,-1.2057,41.1
MN-169,Winona County,43.625,43,-0.4427,44.1
MN-171,Wright County,41.6917,35,-0.8947,42.6
MN-173,Yellow Medicine County,42.15,23,-1.5139,43.7
MS-001,Adams County,66.2917,93,0.7172,65.6
MS-003,Alcorn County,61.0417,105,1.0664,60
MS-005,Amite County,67.2583,117,1.9311,65.3
MS-007,Attala County,63.8667,109,1.2178,62.6
MS-009,Benton County,61.4833,110,1.2088,60.3
MS-011,Bolivar County,63.8917,105,1.0492,62.8
MS-013,Calhoun County,63.575,116,1.3833,62.2
MS-015,Carroll County,64.4,117,1.7811,62.6
MS-017,Chickasaw County,63.9333,116,1.6763,62.3
MS-019,Choctaw County,63.5667,113,1.4429,62.1
MS-021,Claiborne County,65.675,91,0.6702,65
MS-023,Clarke County,66.7167,127,2.5334,64.2
MS-025,Clay County,64.6917,119,2.0108,62.7
MS-027,Coahoma County,63.45,105,1.2131,62.2
MS-029,Copiah County,66.2917,115,1.4924,64.8
MS-031,Covington County,66.65,120,1.8518,64.8
MS-033,DeSoto County,62.4667,101,0.9077,61.6
MS-035,Forrest County,67.2333,116,1.7073,65.5
MS-037,Franklin County,66.2083,110,1.0812,65.1
MS-039,George County,67.775,123,1.8403,65.9
MS-041,Greene County,67.2583,120,1.74,65.5
MS-043,Grenada County,63.9833,114,1.4074,62.6
MS-045,Hancock County,68.1917,117,1.7319,66.5
MS-047,Harrison County,67.5583,110,1.1576,66.4
MS-049,Hinds County,66.475,118,1.9017,64.6
MS-051,Holmes County,65.375,118,1.9181,63.5
MS-053,Humphreys County,66.225,122,2.2874,63.9
MS-055,Issaquena County,66.0167,118,1.8395,64.2
MS-057,Itawamba County,63.125,115,1.7234,61.4
MS-059,Jackson County,68.4333,124,1.9306,66.5
MS-061,Jasper County,66.4833,128,2.4653,64
MS-063,Jefferson County,65.4917,79,0.3835,65.1
MS-065,Jefferson Davis County,66.5667,120,1.6741,64.9
MS-067,Jones County,66.9083,124,1.9146,65
MS-069,Kemper County,65.3667,123,2.1353,63.2
MS-071,Lafayette County,62.7667,103,1.0262,61.7
MS-073,Lamar County,67.0833,116,1.6241,65.5
MS-075,Lauderdale County,66.5167,128,2.9866,63.5
MS-077,Lawrence County,66.775,118,1.6465,65.1
MS-079,Leake County,64.3083,112,1.2278,63.1
MS-081,Lee County,63.4167,112,1.6569,61.8
MS-083,Leflore County,65.25,120,2.0073,63.2
MS-085,Lincoln County,66.3667,115,1.4979,64.9
MS-087,Lowndes County,65.0083,121,2.0523,63
MS-089,Madison County,65.5,114,1.3328,64.2
MS-091,Marion County,67.275,118,1.5923,65.7
MS-093,Marshall County,61.975,105,1.0596,60.9
MS-095,Monroe County,64.1167,118,1.7446,62.4
MS-097,Montgomery County,63.2917,105,1.0072,62.3
MS-099,Neshoba County,64.6833,120,1.905,62.8
MS-101,Newton County,66,128,2.7253,63.3
MS-103,Noxubee County,65.1917,122,2.0679,63.1
MS-105,Oktibbeha County,64.925,121,2.2596,62.7
MS-107,Panola County,62.9917,101,0.9063,62.1
MS-109,Pearl River County,67.4,116,1.5785,65.8
MS-111,Perry County,67.225,116,1.691,65.5
MS-113,Pike County,67.475,121,2.1967,65.3
MS-115,Pontotoc County,63.2417,114,1.5129,61.7
MS-117,Prentiss County,61.975,109,1.2736,60.7
MS-119,Quitman County,63.4833,105,1.0939,62.4
MS-121,Rankin County,65.7583,117,1.6292,64.1
MS-123,Scott County,65.0667,117,1.7001,63.4
MS-125,Sharkey County,66.1167,119,1.9973,64.1
MS-127,Simpson County,66.15,119,1.7318,64.4
MS-129,Smith County,66.075,121,2.0106,64.1
MS-131,Stone County,67.05,112,1.2524,65.8
MS-133,Sunflower County,64.7083,113,1.4592,63.2
MS-135,Tallahatchie County,64.1167,113,1.3971,62.7
MS-137,Tate County,62.5417,94,0.7713,61.8
MS-139,Tippah County,61.375,109,1.1328,60.2
MS-141,Tishomingo County,61.575,111,1.4922,60.1
MS-143,Tunica County,63.025,102,1.0319,62
MS-145,Union County,62.575,113,1.3597,61.2
MS-147,Walthall County,67.275,118,1.8413,65.4
MS-149,Warren County,66.1833,116,1.4964,64.7
MS-151,Washington County,65.1,112,1.4369,63.7
MS-153,Wayne County,66.5167,120,1.6692,64.8
MS-155,Webster County,63.55,115,1.3852,62.2
MS-157,Wilkinson County,67.2333,115,1.3334,65.9
MS-159,Winston County,64.25,119,1.8206,62.4
MS-161,Yalobusha County,63.4083,109,1.2001,62.2
MS-163,Yazoo County,66.175,118,1.8263,64.3
MO-001,Adair County,51.2417,64,0.1347,51.1
MO-003,Andrew County,51.6833,45,-0.5789,52.3
MO-005,Atchison County,51.05,47,-0.4397,51.5
MO-007,Audrain County,53.4667,76,0.2868,53.2
MO-009,Barry County,56.9583,87,0.649,56.3
MO-011,Barton County,56.2667,43,-0.5033,56.8
MO-013,Bates County,55.5083,59,-0.0727,55.6
MO-015,Benton County,55.325,80,0.3737,55
MO-017,Bollinger County,56.7583,86,0.5932,56.2
MO-019,Boone County,54.55,83,0.5146,54
MO-021,Buchanan County,52.5833,47,-0.4015,53
MO-023,Butler County,58.525,81,0.5424,58
MO-025,Caldwell County,52.2167,53,-0.1246,52.3
MO-027,Callaway County,54.8167,85,0.6023,54.2
MO-029,Camden County,56.95,104,1.5913,55.4
MO-031,Cape Girardeau County,57.2417,97,1.064,56.2
MO-033,Carroll County,53.0167,49,-0.3084,53.3
MO-035,Carter County,57.2417,98,1.1315,56.1
MO-037,Cass County,54.6583,80,0.4087,54.2
MO-039,Cedar County,56.475,70,0.2148,56.3
MO-041,Chariton County,53.375,74,0.1016,53.3
MO-043,Christian County,56.375,101,1.0162,55.4
MO-045,Clark County,51.0833,39,-0.6317,51.7
MO-047,Clay County,53.5333,64,0.1411,53.4
MO-049,Clinton County,52.1333,50,-0.2238,52.4
MO-051,Cole County,55.9417,91,0.8239,55.1
MO-053,Cooper County,54.4083,74,0.2798,54.1
MO-055,Crawford County,54.8,84,0.5923,54.2
MO-057,Dade County,56.5667,76,0.3024,56.3
MO-059,Dallas County,55.75,82,0.5989,55.2
MO-061,Daviess County,51.45,38,-0.5882,52
MO-063,DeKalb County,51.2583,37,-0.7152,52
MO-065,Dent County,54.9,78,0.4134,54.5
MO-067,Douglas County,56.45,98,1.1024,55.3
MO-069,Dunklin County,60.1583,103,1.0614,59.1
MO-071,Franklin County,55.3,95,0.9655,54.3
MO-073,Gasconade County,55.1333,93,0.9078,54.2
MO-075,Gentry County,51,49,-0.3564,51.4
MO-077,Greene County,56.325,99,1.0442,55.3
MO-079,Grundy County,51.425,38,-0.6476,52.1
MO-081,Harrison County,50.65,46,-0.3386,51
MO-083,Henry County,55.4417,73,0.137,55.3
MO-085,Hickory County,55.9333,88,0.5275,55.4
MO-087,Holt County,51.95,49,-0.4517,52.4
MO-089,Howard County,54.2833,85,0.5721,53.7
MO-091,Howell County,57.0833,109,1.6411,55.4
MO-093,Iron County,54.9,83,0.5512,54.3
MO-095,Jackson County,54.2,75,0.3402,53.9
MO-097,Jasper County,57.1167,71,0.1494,57
MO-099,Jefferson County,56.3333,96,1.2103,55.1
MO-101,Johnson County,54.5833,84,0.5402,54
MO-103,Knox County,51.1833,50,-0.2662,51.4
MO-105,Laclede County,56.6333,108,1.5066,55.1
MO-107,Lafayette County,53.8583,72,0.2575,53.6
MO-109,Lawrence County,56.475,85,0.5293,55.9
MO-111,Lewis County,51.7583,45,-0.498,52.3
MO-113,Lincoln County,54.25,84,0.6768,53.6
MO-115,Linn County,51.9833,45,-0.4847,52.5
MO-117,Livingston County,52.2167,38,-0.5923,52.8
MO-119,McDonald County,58.35,102,1.0903,57.3
MO-121,Macon County,52.425,81,0.3386,52.1
MO-123,Madison County,55.525,80,0.373,55.2
MO-125,Maries County,56.175,99,1.0805,55.1
MO-127,Marion County,52.4833,52,-0.2756,52.8
MO-129,Mercer County,50.15,36,-0.8636,51
MO-131,Miller County,56.875,103,1.6242,55.3
MO-133,Mississippi County,58.8667,98,1.0941,57.8
MO-135,Moniteau County,55.1083,84,0.6009,54.5
MO-137,Monroe County,53.15,74,0.2909,52.9
MO-139,Montgomery County,54.3167,90,0.7812,53.5
MO-141,Morgan County,55.0917,87,0.6547,54.4
MO-143,New Madrid County,59.3417,88,0.8448,58.5
MO-145,Newton County,57.95,95,1.0488,56.9
MO-147,Nodaway County,50.925,57,-0.0942,51
MO-149,Oregon County,57.9333,115,1.8475,56.1
MO-151,Osage County,55.8,93,0.8647,54.9
MO-153,Ozark County,57.2083,94,1.0072,56.2
MO-155,Pemiscot County,60.4583,104,1.2066,59.3
MO-157,Perry County,56.325,93,0.91,55.4
MO-159,Pettis County,54.2,58,-0.0244,54.2
MO-161,Phelps County,55.9833,92,0.9052,55.1
MO-163,Pike County,53.35,75,0.3048,53
MO-165,Platte County,53.65,60,0.1484,53.5
MO-167,Polk County,56.2583,94,0.7932,55.5
MO-169,Pulaski County,57.2917,117,1.9703,55.3
MO-171,Putnam County,50.0333,34,-0.8368,50.9
MO-173,Ralls County,52.95,56,0.0212,52.9
MO-175,Randolph County,53.7917,96,0.8583,52.9
MO-177,Ray County,53.1583,60,0.0704,53.1
MO-179,Reynolds County,55.6333,91,0.8222,54.8
MO-181,Ripley County,58.1083,93,0.971,57.1
MO-183,St. Charles County,55.45,87,0.8013,54.6
MO-185,St. Clair County,55.8917,56,-0.1195,56
MO-186,Ste. Genevieve County,56.15,94,0.9544,55.2
MO-187,St. Francois County,55.375,93,0.7761,54.6
MO-189,St. Louis County,56.0083,88,0.8127,55.2
MO-195,Saline County,54.025,73,0.2347,53.8
MO-197,Schuyler County,50.575,53,-0.1548,50.7
MO-199,Scotland County,50.5917,44,-0.4581,51
MO-201,Scott County,58.4917,100,1.2273,57.3
MO-203,Shannon County,56.7333,106,1.452,55.3
MO-205,Shelby County,51.925,51,-0.2232,52.1
MO-207,Stoddard County,58.6333,87,0.7064,57.9
MO-209,Stone County,57.1167,91,0.7653,56.4
MO-211,Sullivan County,50.8583,40,-0.6641,51.5
MO-213,Taney County,57.4083,96,0.8528,56.6
MO-215,Texas County,55.8583,92,0.9298,54.9
MO-217,Vernon County,55.7583,41,-0.6838,56.4
MO-219,Warren County,54.9583,99,1.2139,53.7
MO-221,Washington County,55.075,92,0.8345,54.2
MO-223,Wayne County,56.9333,83,0.5884,56.3
MO-225,Webster County,55.475,95,0.9607,54.5
MO-227,Worth County,50.4583,64,0.0379,50.4
MO-229,Wright County,55.7083,92,0.9219,54.8
MO-510,St. Louis City,56.2333,86,0.7353,55.5
MT-001,Beaverhead County,36.775,55,0.0091,36.8
MT-003,Big Horn County,42.5833,24,-1.4123,44
MT-005,Blaine County,39.525,25,-1.6945,41.2
MT-007,Broadwater County,40.4917,26,-1.2198,41.7
MT-009,Carbon County,40.4667,31,-0.8578,41.3
MT-011,Carter County,41.2417,20,-1.5884,42.8
MT-013,Cascade County,39.8417,12,-2.3652,42.2
MT-015,Chouteau County,40.2083,13,-2.571,42.8
MT-017,Custer County,42.3583,26,-1.6117,44
MT-019,Daniels County,36.5917,26,-1.4988,38.1
MT-021,Dawson County,40.4167,26,-1.6393,42.1
MT-023,Deer Lodge County,37.2,75,0.4071,36.8
MT-025,Fallon County,40.6583,23,-1.9537,42.6
MT-027,Fergus County,40.825,14,-2.1395,43
MT-029,Flathead County,38.8833,56,0.1254,38.8
MT-031,Gallatin County,37.8333,32,-0.7803,38.6
MT-033,Garfield County,41.1333,24,-1.838,43
MT-035,Glacier County,37.275,37,-0.7375,38
MT-037,Golden Valley County,40.9333,7,-2.6021,43.5
MT-039,Granite County,38.2167,67,0.2861,37.9
MT-041,Hill County,38.3083,20,-2.0212,40.3
MT-043,Jefferson County,39.4083,48,-0.3155,39.7
MT-045,Judith Basin County,38.925,17,-1.7332,40.7
MT-047,Lake County,42.2833,56,-0.0306,42.3
MT-049,Lewis and Clark County,38.7417,26,-0.9477,39.7
MT-051,Liberty County,38.2167,17,-2.2206,40.4
MT-053,Lincoln County,41.1083,80,0.7911,40.3
MT-055,McCone County,40.3,32,-1.3469,41.6
MT-057,Madison County,38.2,43,-0.3576,38.6
MT-059,Meagher County,38.15,46,-0.3802,38.5
MT-061,Mineral County,41.2833,71,0.1233,41.2
MT-063,Missoula County,40.1417,51,-0.1707,40.3
MT-065,Musselshell County,42.1833,9,-2.505,44.7
MT-067,Park County,37.5333,45,-0.2486,37.8
MT-069,Petroleum County,42.65,17,-2.182,44.8
MT-071,Phillips County,39.8083,21,-2.0804,41.9
MT-073,Pondera County,38.875,23,-1.4336,40.3
MT-075,Powder River County,42.6083,20,-1.6848,44.3
MT-077,Powell County,38.2,55,-0.0889,38.3
MT-079,Prairie County,41.1833,28,-1.7757,43
MT-081,Ravalli County,39.1833,55,-0.1133,39.3
MT-083,Richland County,39.8833,30,-1.3477,41.2
MT-085,Roosevelt County,38.7417,30,-1.3143,40.1
MT-087,Rosebud County,42,19,-2.0107,44
MT-089,Sanders County,41.6417,42,-0.3913,42
MT-091,Sheridan County,37.5833,35,-1.0717,38.7
MT-093,Silver Bow County,38.4,61,0.0991,38.3
MT-095,Stillwater County,40.0083,5,-2.6022,42.6
MT-097,Sweet Grass County,39.9,17,-1.6706,41.6
MT-099,Teton County,39.0417,23,-1.315,40.4
MT-101,Toole County,38.95,23,-1.6579,40.6
MT-103,Treasure County,42.6583,20,-1.9554,44.6
MT-105,Valley County,38.425,26,-1.674,40.1
MT-107,Wheatland County,40.0917,15,-1.7023,41.8
MT-109,Wibaux County,39.9833,20,-2.3179,42.3
MT-111,Yellowstone County,43.0417,11,-2.2579,45.3
NE-001,Adams County,49.7333,47,-0.3603,50.1
NE-003,Antelope County,46.4,23,-1.3738,47.8
NE-005,Arthur County,46.55,32,-0.7687,47.3
NE-007,Banner County,45.9917,34,-0.6388,46.6
NE-009,Blaine County,46.6083,15,-1.5678,48.2
NE-011,Boone County,47.3583,42,-0.5733,47.9
NE-013,Box Butte County,44.9083,22,-1.2,46.1
NE-015,Boyd County,46.1167,19,-1.6597,47.8
NE-017,Brown County,46.3583,25,-1.2085,47.6
NE-019,Buffalo County,48.6333,39,-0.6525,49.3
NE-021,Burt County,48.0083,45,-0.5013,48.5
NE-023,Butler County,48.8833,43,-0.5072,49.4
NE-025,Cass County,49.975,45,-0.5802,50.6
NE-027,Cedar County,45.9333,24,-1.2897,47.2
NE-029,Chase County,49.3583,45,-0.4273,49.8
NE-031,Cherry County,45.4083,23,-1.1564,46.6
NE-033,Cheyenne County,47.025,34,-0.5884,47.6
NE-035,Clay County,49.9917,54,-0.2592,50.3
NE-037,Colfax County,48.325,45,-0.4412,48.8
NE-039,Cuming County,47.3,35,-0.9343,48.2
NE-041,Custer County,47.125,24,-1.0024,48.1
NE-043,Dakota County,46.7,29,-0.9995,47.7
NE-045,Dawes County,45.1333,17,-1.4788,46.6
NE-047,Dawson County,48.4,24,-1.0908,49.5
NE-049,Deuel County,47.5083,20,-1.1989,48.7
NE-051,Dixon County,45.9833,22,-1.4671,47.5
NE-053,Dodge County,48.6417,46,-0.4069,49
NE-055,Douglas County,49.8833,60,-0.0169,49.9
NE-057,Dundy County,50.2333,47,-0.3528,50.6
NE-059,Fillmore County,49.9583,41,-0.6412,50.6
NE-061,Franklin County,50.5667,50,-0.4059,51
NE-063,Frontier County,49.4583,40,-0.5841,50
NE-065,Furnas County,50.2167,31,-0.9303,51.1
NE-067,Gage County,50.5,36,-0.7917,51.3
NE-069,Garden County,46.3,27,-0.864,47.2
NE-071,Garfield County,46.5333,31,-0.7908,47.3
NE-073,Gosper County,49.1167,24,-1.1453,50.3
NE-075,Grant County,45.275,24,-1.0737,46.3
NE-077,Greeley County,47.375,40,-0.6858,48.1
NE-079,Hall County,49.2,46,-0.4235,49.6
NE-081,Hamilton County,49.6167,51,-0.3083,49.9
NE-083,Harlan County,50.4917,39,-0.7367,51.2
NE-085,Hayes County,49.1167,28,-0.8017,49.9
NE-087,Hitchcock County,50.2583,33,-0.7409,51
NE-089,Holt County,45.7833,19,-1.5064,47.3
NE-091,Hooker County,45.4083,10,-1.8522,47.3
NE-093,Howard County,48.6667,49,-0.4358,49.1
NE-095,Jefferson County,50.85,47,-0.3808,51.2
NE-097,Johnson County,50.4083,35,-0.8871,51.3
NE-099,Kearney County,49.325,41,-0.6165,49.9
NE-101,Keith County,48,26,-0.8965,48.9
NE-103,Keya Paha County,45.8917,23,-1.2577,47.1
NE-105,Kimball County,45.4583,30,-0.6918,46.2
NE-107,Knox County,46.2667,24,-1.4057,47.7
NE-109,Lancaster County,50.1917,52,-0.3618,50.6
NE-111,Lincoln County,47.95,23,-1.0428,49
NE-113,Logan County,46.6417,14,-1.4777,48.1
NE-115,Loup County,46.4,21,-1.1314,47.5
NE-117,McPherson County,46.4333,15,-1.3404,47.8
NE-119,Madison County,47.1417,33,-0.9798,48.1
NE-121,Merrick County,49.35,54,-0.1928,49.5
NE-123,Morrill County,46.5667,32,-0.6908,47.3
NE-125,Nance County,48.6083,52,-0.2471,48.9
NE-127,Nemaha County,51,43,-0.7267,51.7
NE-129,Nuckolls County,50.7833,54,-0.1114,50.9
NE-131,Otoe County,50.175,37,-0.934,51.1
NE-133,Pawnee County,50.7917,34,-0.8864,51.7
NE-135,Perkins County,48.3333,27,-0.7967,49.1
NE-137,Phelps County,49.0583,33,-0.9835,50
NE-139,Pierce County,46.3417,24,-1.2433,47.6
NE-141,Platte County,48.2667,49,-0.3038,48.6
NE-143,Polk County,49.2167,48,-0.3288,49.5
NE-145,Red Willow County,50.55,55,-0.3338,50.9
NE-147,Richardson County,51.8083,53,-0.2572,52.1
NE-149,Rock County,45.8167,20,-1.2858,47.1
NE-151,Saline County,49.875,35,-0.8928,50.8
NE-153,Sarpy County,50.0917,55,-0.1786,50.3
NE-155,Saunders County,49.675,56,-0.0897,49.8
NE-157,Scotts Bluff County,46.775,37,-0.61,47.4
NE-159,Seward County,49.3667,37,-0.7733,50.1
NE-161,Sheridan County,44.7,22,-1.1188,45.8
NE-163,Sherman County,48.2667,51,-0.2994,48.6
NE-165,Sioux County,43.975,21,-1.369,45.3
NE-167,Stanton County,47.2083,33,-0.9953,48.2
NE-169,Thayer County,50.8667,55,-0.2447,51.1
NE-171,Thomas County,46.35,14,-1.8398,48.2
NE-173,Thurston County,46.9417,34,-0.8941,47.8
NE-175,Valley County,47.3583,47,-0.5126,47.9
NE-177,Washington County,49.1167,49,-0.2693,49.4
NE-179,Wayne County,46.35,26,-1.2445,47.6
NE-181,Webster County,50.525,47,-0.3973,50.9
NE-183,Wheeler County,46.775,35,-0.7574,47.5
NE-185,York County,49.4917,38,-0.7433,50.2
NV-001,Churchill County,50.7667,71,0.3052,50.5
NV-003,Clark County,63.5083,71,0.3542,63.2
NV-005,Douglas County,48.0917,76,0.2393,47.9
NV-007,Elko County,44.3417,49,-0.0107,44.4
NV-009,Esmeralda County,52.6667,95,1.6659,51
